OrderID,OrderDate,City,Category,Item,Quantity,Price,PaymentMode,Status,DeliveryTime(min),CustomerType,TotalAmount
2989,05/05/2023 12:00,Bangalore,Fruits & Vegetables,Banana,4,415,Card,Delivered,21,Repeat,1660
2990,05/05/2023 13:00,Ahmedabad,Snacks,Bread,2,445,Wallet,Delivered,32,New,890
2991,05/05/2023 14:00,Pune,Dairy & Bakery,Juice,2,105,Cash,Cancelled,59,Repeat,210
2992,05/05/2023 15:00,Pune,Personal Care,Shampoo,5,376,Wallet,Delivered,84,Repeat,1880
2993,05/05/2023 16:00,Mumbai,Beverages,Rice,1,453,UPI,Delivered,85,Repeat,453
2994,05/05/2023 17:00,Mumbai,Fruits & Vegetables,Rice,5,378,UPI,Returned,82,Repeat,1890
2995,05/05/2023 18:00,Pune,Fruits & Vegetables,Rice,5,50,Cash,Delivered,36,New,250
2996,05/05/2023 19:00,Delhi,Personal Care,Shampoo,1,224,UPI,Delivered,68,Repeat,224
2997,05/05/2023 20:00,Bangalore,Fruits & Vegetables,Soap,3,212,UPI,Cancelled,18,Repeat,636
2998,05/05/2023 21:00,Chennai,Dairy & Bakery,Milk,3,249,UPI,Delivered,42,Repeat,747
2999,05/05/2023 22:00,Mumbai,Fruits & Vegetables,Flour,4,200,Card,Delivered,79,Repeat,800
3000,05/05/2023 23:00,Ahmedabad,Household,Milk,3,264,Cash,Returned,60,New,792
3001,06/05/2023 00:00,Ahmedabad,Household,Shampoo,2,59,Cash,Delivered,49,New,118
3002,06/05/2023 01:00,Mumbai,Fruits & Vegetables,Bread,5,348,Cash,Delivered,15,New,1740
3003,06/05/2023 02:00,Pune,Personal Care,Oil,4,442,UPI,Delivered,13,New,1768
3004,06/05/2023 03:00,Hyderabad,Household,Chips,5,413,UPI,Cancelled,12,Repeat,2065
3005,06/05/2023 04:00,Chennai,Beverages,Milk,1,176,UPI,Delivered,22,Repeat,176
3006,06/05/2023 05:00,Chennai,Household,Banana,3,187,Cash,Delivered,35,New,561
3007,06/05/2023 06:00,Mumbai,Fruits & Vegetables,Banana,1,177,Card,Delivered,43,Repeat,177
3008,06/05/2023 07:00,Delhi,Personal Care,Apple,4,149,Wallet,Delivered,86,New,596
3009,06/05/2023 08:00,Hyderabad,Snacks,Oil,2,101,Cash,Delivered,62,Repeat,202
3010,06/05/2023 09:00,Chennai,Personal Care,Banana,3,175,Cash,Delivered,56,New,525
3011,06/05/2023 10:00,Mumbai,Personal Care,Flour,1,194,Card,Delivered,17,Repeat,194
3012,06/05/2023 11:00,Ahmedabad,Personal Care,Milk,3,307,Wallet,Delivered,85,Repeat,921
3013,06/05/2023 12:00,Chennai,Beverages,Oil,5,107,Wallet,Delivered,17,New,535
3014,06/05/2023 13:00,Kolkata,Dairy & Bakery,Oil,2,121,UPI,Delivered,28,Repeat,242
3015,06/05/2023 14:00,Hyderabad,Fruits & Vegetables,Chips,3,267,Wallet,Delivered,83,Repeat,801
3016,06/05/2023 15:00,Hyderabad,Dairy & Bakery,Juice,2,225,UPI,Delivered,41,Repeat,450
3017,06/05/2023 16:00,Kolkata,Snacks,Rice,5,108,Cash,Delivered,30,New,540
3018,06/05/2023 17:00,Bangalore,Dairy & Bakery,Bread,5,364,Card,Delivered,73,New,1820
3019,06/05/2023 18:00,Ahmedabad,Fruits & Vegetables,Juice,1,307,Cash,Cancelled,32,Repeat,307
3020,06/05/2023 19:00,Kolkata,Fruits & Vegetables,Chips,4,430,Wallet,Delivered,80,Repeat,1720
3021,06/05/2023 20:00,Pune,Snacks,Soap,1,329,Cash,Delivered,51,Repeat,329
3022,06/05/2023 21:00,Pune,Fruits & Vegetables,Rice,2,115,Card,Delivered,44,New,230
3023,06/05/2023 22:00,Mumbai,Snacks,Oil,1,459,Card,Delivered,11,Repeat,459
3024,06/05/2023 23:00,Hyderabad,Snacks,Apple,3,178,UPI,Delivered,80,New,534
3025,07/05/2023 00:00,Bangalore,Fruits & Vegetables,Soap,1,133,Cash,Delivered,85,Repeat,133
3026,07/05/2023 01:00,Bangalore,Household,Milk,4,43,Card,Delivered,61,Repeat,172
3027,07/05/2023 02:00,Chennai,Snacks,Oil,4,182,Card,Delivered,26,Repeat,728
3028,07/05/2023 03:00,Chennai,Fruits & Vegetables,Chips,2,305,Card,Delivered,18,Repeat,610
3029,07/05/2023 04:00,Kolkata,Household,Rice,5,372,Card,Delivered,61,New,1860
3030,07/05/2023 05:00,Bangalore,Snacks,Oil,4,74,Wallet,Delivered,12,New,296
3031,07/05/2023 06:00,Kolkata,Household,Oil,2,83,Cash,Cancelled,31,New,166
3032,07/05/2023 07:00,Ahmedabad,Beverages,Apple,4,52,Cash,Delivered,63,Repeat,208
3033,07/05/2023 08:00,Kolkata,Personal Care,Bread,4,65,Cash,Delivered,45,Repeat,260
3034,07/05/2023 09:00,Chennai,Beverages,Oil,5,238,Wallet,Delivered,48,New,1190
3035,07/05/2023 10:00,Hyderabad,Household,Bread,3,308,Wallet,Delivered,27,New,924
3036,07/05/2023 11:00,Kolkata,Snacks,Shampoo,2,215,Card,Delivered,36,Repeat,430
3037,07/05/2023 12:00,Delhi,Fruits & Vegetables,Milk,4,272,Wallet,Delivered,76,New,1088
3038,07/05/2023 13:00,Hyderabad,Dairy & Bakery,Banana,4,467,UPI,Cancelled,22,New,1868
3039,07/05/2023 14:00,Bangalore,Fruits & Vegetables,Chips,1,305,Wallet,Delivered,26,New,305
3040,07/05/2023 15:00,Bangalore,Dairy & Bakery,Apple,3,255,Card,Delivered,70,New,765
3041,07/05/2023 16:00,Kolkata,Dairy & Bakery,Apple,5,98,Cash,Delivered,27,New,490
3042,07/05/2023 17:00,Hyderabad,Snacks,Banana,2,432,Wallet,Delivered,26,Repeat,864
3043,07/05/2023 18:00,Chennai,Household,Banana,4,465,Cash,Delivered,65,Repeat,1860
3044,07/05/2023 19:00,Chennai,Fruits & Vegetables,Soap,2,111,Cash,Delivered,57,Repeat,222
3045,07/05/2023 20:00,Pune,Household,Rice,5,115,UPI,Delivered,25,Repeat,575
3046,07/05/2023 21:00,Bangalore,Beverages,Soap,3,247,UPI,Returned,34,Repeat,741
3047,07/05/2023 22:00,Mumbai,Snacks,Eggs,1,305,Wallet,Delivered,74,New,305
3048,07/05/2023 23:00,Pune,Snacks,Eggs,3,381,Cash,Delivered,36,New,1143
3049,08/05/2023 00:00,Chennai,Beverages,Milk,1,254,Card,Delivered,23,New,254
3050,08/05/2023 01:00,Hyderabad,Fruits & Vegetables,Shampoo,2,121,Cash,Delivered,59,Repeat,242
3051,08/05/2023 02:00,Ahmedabad,Personal Care,Chips,3,271,Cash,Delivered,38,New,813
3052,08/05/2023 03:00,Chennai,Beverages,Apple,3,159,UPI,Cancelled,37,Repeat,477
3053,08/05/2023 04:00,Hyderabad,Fruits & Vegetables,Oil,3,342,UPI,Delivered,30,Repeat,1026
3054,08/05/2023 05:00,Pune,Dairy & Bakery,Rice,5,162,UPI,Delivered,33,Repeat,810
3055,08/05/2023 06:00,Bangalore,Snacks,Bread,2,259,UPI,Delivered,55,New,518
3056,08/05/2023 07:00,Chennai,Fruits & Vegetables,Oil,1,285,Wallet,Delivered,69,Repeat,285
3057,08/05/2023 08:00,Kolkata,Household,Bread,3,361,Wallet,Cancelled,29,Repeat,1083
3058,08/05/2023 09:00,Hyderabad,Household,Juice,2,80,Cash,Delivered,61,New,160
3059,08/05/2023 10:00,Bangalore,Snacks,Banana,5,42,Wallet,Delivered,31,New,210
3060,08/05/2023 11:00,Ahmedabad,Beverages,Milk,5,30,Card,Delivered,77,New,150
3061,08/05/2023 12:00,Ahmedabad,Personal Care,Juice,2,35,Cash,Delivered,25,Repeat,70
3062,08/05/2023 13:00,Mumbai,Beverages,Juice,1,68,Cash,Delivered,30,Repeat,68
3063,08/05/2023 14:00,Hyderabad,Fruits & Vegetables,Shampoo,2,385,Card,Delivered,53,New,770
3064,08/05/2023 15:00,Pune,Beverages,Chips,2,355,Cash,Cancelled,71,Repeat,710
3065,08/05/2023 16:00,Mumbai,Snacks,Apple,4,417,Card,Delivered,30,Repeat,1668
3066,08/05/2023 17:00,Mumbai,Fruits & Vegetables,Flour,5,409,UPI,Delivered,20,Repeat,2045
3067,08/05/2023 18:00,Delhi,Dairy & Bakery,Rice,1,189,UPI,Delivered,69,New,189
3068,08/05/2023 19:00,Chennai,Beverages,Flour,4,420,UPI,Delivered,46,Repeat,1680
3069,08/05/2023 20:00,Hyderabad,Beverages,Oil,2,138,Card,Delivered,53,New,276
3070,08/05/2023 21:00,Mumbai,Personal Care,Bread,5,498,Wallet,Delivered,31,New,2490
3071,08/05/2023 22:00,Delhi,Fruits & Vegetables,Bread,4,61,Wallet,Delivered,75,Repeat,244
3072,08/05/2023 23:00,Pune,Household,Bread,4,29,Cash,Delivered,52,New,116
3073,09/05/2023 00:00,Bangalore,Beverages,Eggs,1,449,UPI,Delivered,84,Repeat,449
3074,09/05/2023 01:00,Kolkata,Snacks,Chips,2,487,UPI,Delivered,30,New,974
3075,09/05/2023 02:00,Kolkata,Beverages,Milk,1,68,Cash,Delivered,42,Repeat,68
3076,09/05/2023 03:00,Hyderabad,Personal Care,Oil,4,284,UPI,Cancelled,26,Repeat,1136
3077,09/05/2023 04:00,Mumbai,Dairy & Bakery,Bread,4,226,UPI,Delivered,45,Repeat,904
3078,09/05/2023 05:00,Kolkata,Personal Care,Shampoo,1,186,Card,Delivered,23,Repeat,186
3079,09/05/2023 06:00,Chennai,Beverages,Bread,4,21,Cash,Delivered,46,New,84
3080,09/05/2023 07:00,Kolkata,Household,Flour,3,87,Card,Delivered,40,New,261
3081,09/05/2023 08:00,Kolkata,Beverages,Milk,5,327,UPI,Delivered,13,Repeat,1635
3082,09/05/2023 09:00,Kolkata,Fruits & Vegetables,Eggs,2,491,UPI,Delivered,15,Repeat,982
3083,09/05/2023 10:00,Ahmedabad,Beverages,Shampoo,5,229,Cash,Delivered,59,Repeat,1145
3084,09/05/2023 11:00,Delhi,Household,Juice,2,158,UPI,Delivered,86,Repeat,316
3085,09/05/2023 12:00,Mumbai,Fruits & Vegetables,Milk,4,56,Wallet,Cancelled,47,Repeat,224
3086,09/05/2023 13:00,Chennai,Snacks,Juice,1,237,Card,Delivered,88,Repeat,237
3087,09/05/2023 14:00,Mumbai,Fruits & Vegetables,Banana,1,475,Card,Delivered,14,Repeat,475
3088,09/05/2023 15:00,Ahmedabad,Personal Care,Soap,4,297,Wallet,Delivered,47,New,1188
3089,09/05/2023 16:00,Hyderabad,Dairy & Bakery,Bread,2,199,Cash,Delivered,33,Repeat,398
3090,09/05/2023 17:00,Hyderabad,Personal Care,Milk,4,24,Cash,Cancelled,27,Repeat,96
3091,09/05/2023 18:00,Hyderabad,Fruits & Vegetables,Soap,2,149,UPI,Delivered,41,New,298
3092,09/05/2023 19:00,Pune,Snacks,Rice,4,152,Cash,Delivered,80,Repeat,608
3093,09/05/2023 20:00,Kolkata,Beverages,Shampoo,4,118,Wallet,Delivered,81,New,472
3094,09/05/2023 21:00,Pune,Fruits & Vegetables,Chips,4,179,Cash,Delivered,39,Repeat,716
3095,09/05/2023 22:00,Delhi,Personal Care,Banana,1,255,UPI,Cancelled,39,New,255
3096,09/05/2023 23:00,Hyderabad,Fruits & Vegetables,Rice,2,166,Wallet,Delivered,14,Repeat,332
3097,10/05/2023 00:00,Ahmedabad,Fruits & Vegetables,Rice,4,378,UPI,Cancelled,13,Repeat,1512
3098,10/05/2023 01:00,Chennai,Fruits & Vegetables,Banana,5,134,Card,Cancelled,60,Repeat,670
3099,10/05/2023 02:00,Mumbai,Snacks,Flour,5,23,Card,Delivered,18,Repeat,115
3100,10/05/2023 03:00,Kolkata,Household,Juice,1,106,Cash,Delivered,64,Repeat,106
3101,10/05/2023 04:00,Bangalore,Household,Milk,3,65,Wallet,Delivered,42,Repeat,195
3102,10/05/2023 05:00,Chennai,Fruits & Vegetables,Apple,1,102,Wallet,Delivered,40,New,102
3103,10/05/2023 06:00,Kolkata,Snacks,Bread,3,173,Wallet,Delivered,63,Repeat,519
3104,10/05/2023 07:00,Pune,Snacks,Shampoo,1,325,UPI,Delivered,70,Repeat,325
3105,10/05/2023 08:00,Pune,Fruits & Vegetables,Eggs,5,301,Wallet,Cancelled,75,Repeat,1505
3106,10/05/2023 09:00,Chennai,Personal Care,Flour,4,346,Cash,Delivered,29,Repeat,1384
3107,10/05/2023 10:00,Pune,Personal Care,Milk,2,307,Card,Delivered,85,New,614
3108,10/05/2023 11:00,Hyderabad,Dairy & Bakery,Oil,4,130,Cash,Delivered,70,New,520
3109,10/05/2023 12:00,Delhi,Fruits & Vegetables,Oil,5,136,Card,Delivered,45,Repeat,680
3110,10/05/2023 13:00,Mumbai,Dairy & Bakery,Bread,2,116,Card,Delivered,29,Repeat,232
3111,10/05/2023 14:00,Delhi,Personal Care,Milk,3,447,Cash,Delivered,54,New,1341
3112,10/05/2023 15:00,Kolkata,Personal Care,Rice,3,301,Card,Delivered,55,Repeat,903
3113,10/05/2023 16:00,Mumbai,Fruits & Vegetables,Apple,5,208,Card,Delivered,27,Repeat,1040
3114,10/05/2023 17:00,Ahmedabad,Dairy & Bakery,Eggs,2,107,UPI,Delivered,79,Repeat,214
3115,10/05/2023 18:00,Mumbai,Dairy & Bakery,Milk,4,326,Cash,Delivered,83,Repeat,1304
3116,10/05/2023 19:00,Delhi,Fruits & Vegetables,Bread,5,462,Cash,Delivered,27,Repeat,2310
3117,10/05/2023 20:00,Chennai,Dairy & Bakery,Eggs,3,106,Cash,Delivered,73,Repeat,318
3118,10/05/2023 21:00,Mumbai,Beverages,Eggs,5,441,Card,Delivered,43,Repeat,2205
3119,10/05/2023 22:00,Ahmedabad,Personal Care,Chips,4,45,Wallet,Delivered,88,Repeat,180
3120,10/05/2023 23:00,Ahmedabad,Household,Shampoo,1,399,Wallet,Cancelled,12,Repeat,399
3121,11/05/2023 00:00,Ahmedabad,Snacks,Rice,1,448,Card,Delivered,81,New,448
3122,11/05/2023 01:00,Delhi,Dairy & Bakery,Chips,4,50,Wallet,Delivered,20,Repeat,200
3123,11/05/2023 02:00,Mumbai,Dairy & Bakery,Bread,2,145,Wallet,Delivered,55,Repeat,290
3124,11/05/2023 03:00,Bangalore,Snacks,Bread,5,217,Card,Delivered,51,Repeat,1085
3125,11/05/2023 04:00,Chennai,Dairy & Bakery,Juice,4,320,Cash,Delivered,26,Repeat,1280
3126,11/05/2023 05:00,Hyderabad,Snacks,Milk,1,50,UPI,Returned,56,Repeat,50
3127,11/05/2023 06:00,Mumbai,Fruits & Vegetables,Milk,3,386,Cash,Delivered,39,New,1158
3128,11/05/2023 07:00,Ahmedabad,Beverages,Juice,4,336,Cash,Delivered,52,New,1344
3129,11/05/2023 08:00,Bangalore,Beverages,Soap,4,451,Cash,Delivered,17,Repeat,1804
3130,11/05/2023 09:00,Hyderabad,Personal Care,Banana,4,251,UPI,Cancelled,49,New,1004
3131,11/05/2023 10:00,Hyderabad,Household,Oil,1,64,Cash,Delivered,80,Repeat,64
3132,11/05/2023 11:00,Kolkata,Dairy & Bakery,Milk,1,335,Wallet,Delivered,29,Repeat,335
3133,11/05/2023 12:00,Mumbai,Household,Banana,4,208,UPI,Delivered,85,Repeat,832
3134,11/05/2023 13:00,Delhi,Fruits & Vegetables,Oil,4,71,Wallet,Delivered,37,New,284
3135,11/05/2023 14:00,Mumbai,Beverages,Milk,2,71,UPI,Delivered,37,New,142
3136,11/05/2023 15:00,Bangalore,Fruits & Vegetables,Shampoo,3,351,Wallet,Delivered,68,Repeat,1053
3137,11/05/2023 16:00,Hyderabad,Fruits & Vegetables,Flour,5,484,Cash,Delivered,71,Repeat,2420
3138,11/05/2023 17:00,Mumbai,Dairy & Bakery,Soap,5,337,Cash,Delivered,89,New,1685
3139,11/05/2023 18:00,Delhi,Fruits & Vegetables,Apple,5,429,Cash,Delivered,83,Repeat,2145
3140,11/05/2023 19:00,Kolkata,Beverages,Soap,1,342,Wallet,Delivered,63,Repeat,342
3141,11/05/2023 20:00,Mumbai,Household,Bread,1,98,Wallet,Delivered,16,Repeat,98
3142,11/05/2023 21:00,Chennai,Beverages,Juice,2,68,Card,Delivered,77,New,136
3143,11/05/2023 22:00,Kolkata,Dairy & Bakery,Flour,1,249,Wallet,Cancelled,33,Repeat,249
3144,11/05/2023 23:00,Delhi,Beverages,Bread,4,363,UPI,Delivered,50,New,1452
3145,12/05/2023 00:00,Bangalore,Snacks,Flour,3,390,Cash,Delivered,63,New,1170
3146,12/05/2023 01:00,Hyderabad,Household,Apple,3,497,UPI,Delivered,23,Repeat,1491
3147,12/05/2023 02:00,Mumbai,Snacks,Chips,3,63,Card,Delivered,53,New,189
3148,12/05/2023 03:00,Delhi,Snacks,Bread,3,311,Card,Delivered,58,Repeat,933
3149,12/05/2023 04:00,Kolkata,Personal Care,Bread,5,456,Wallet,Delivered,72,Repeat,2280
3150,12/05/2023 05:00,Chennai,Dairy & Bakery,Bread,5,266,Cash,Delivered,54,New,1330
3151,12/05/2023 06:00,Delhi,Fruits & Vegetables,Eggs,4,447,UPI,Delivered,81,Repeat,1788
3152,12/05/2023 07:00,Pune,Snacks,Banana,2,238,Card,Delivered,86,Repeat,476
3153,12/05/2023 08:00,Ahmedabad,Beverages,Soap,1,41,Card,Delivered,16,Repeat,41
3154,12/05/2023 09:00,Chennai,Fruits & Vegetables,Chips,1,149,UPI,Delivered,12,Repeat,149
3155,12/05/2023 10:00,Kolkata,Beverages,Flour,5,26,Card,Delivered,56,Repeat,130
3156,12/05/2023 11:00,Bangalore,Beverages,Soap,3,291,UPI,Returned,70,New,873
3157,12/05/2023 12:00,Hyderabad,Fruits & Vegetables,Shampoo,4,491,Cash,Delivered,80,New,1964
3158,12/05/2023 13:00,Kolkata,Fruits & Vegetables,Banana,2,369,Wallet,Cancelled,39,Repeat,738
3159,12/05/2023 14:00,Ahmedabad,Beverages,Oil,5,63,UPI,Delivered,14,Repeat,315
3160,12/05/2023 15:00,Bangalore,Dairy & Bakery,Chips,4,259,Cash,Delivered,81,Repeat,1036
3161,12/05/2023 16:00,Mumbai,Household,Shampoo,4,385,UPI,Returned,16,Repeat,1540
3162,12/05/2023 17:00,Delhi,Personal Care,Flour,5,84,Card,Delivered,48,New,420
3163,12/05/2023 18:00,Pune,Household,Rice,4,265,Cash,Cancelled,11,Repeat,1060
3164,12/05/2023 19:00,Chennai,Dairy & Bakery,Eggs,3,494,UPI,Cancelled,52,New,1482
3165,12/05/2023 20:00,Chennai,Personal Care,Bread,4,92,Cash,Delivered,21,Repeat,368
3166,12/05/2023 21:00,Delhi,Fruits & Vegetables,Eggs,2,90,UPI,Delivered,37,New,180
3167,12/05/2023 22:00,Pune,Personal Care,Soap,4,216,UPI,Cancelled,28,New,864
3168,12/05/2023 23:00,Delhi,Beverages,Chips,1,208,Cash,Delivered,37,Repeat,208
3169,13/05/2023 00:00,Mumbai,Household,Shampoo,4,177,Cash,Delivered,85,New,708
3170,13/05/2023 01:00,Ahmedabad,Personal Care,Flour,5,445,Cash,Delivered,79,Repeat,2225
3171,13/05/2023 02:00,Bangalore,Beverages,Apple,1,494,Card,Delivered,28,Repeat,494
3172,13/05/2023 03:00,Kolkata,Dairy & Bakery,Shampoo,5,349,Wallet,Delivered,73,New,1745
3173,13/05/2023 04:00,Chennai,Personal Care,Eggs,2,44,UPI,Delivered,18,Repeat,88
3174,13/05/2023 05:00,Mumbai,Beverages,Bread,3,357,UPI,Delivered,50,New,1071
3175,13/05/2023 06:00,Bangalore,Dairy & Bakery,Apple,2,90,Cash,Delivered,59,New,180
3176,13/05/2023 07:00,Mumbai,Fruits & Vegetables,Soap,1,332,UPI,Delivered,19,Repeat,332
3177,13/05/2023 08:00,Pune,Dairy & Bakery,Apple,3,242,Wallet,Delivered,83,Repeat,726
3178,13/05/2023 09:00,Chennai,Dairy & Bakery,Flour,4,179,Wallet,Delivered,63,New,716
3179,13/05/2023 10:00,Kolkata,Household,Banana,1,325,UPI,Delivered,19,Repeat,325
3180,13/05/2023 11:00,Delhi,Beverages,Rice,3,94,UPI,Delivered,16,New,282
3181,13/05/2023 12:00,Delhi,Personal Care,Bread,5,157,Cash,Delivered,41,Repeat,785
3182,13/05/2023 13:00,Bangalore,Household,Flour,3,425,Wallet,Delivered,63,Repeat,1275
3183,13/05/2023 14:00,Kolkata,Snacks,Oil,5,498,UPI,Delivered,79,New,2490
3184,13/05/2023 15:00,Ahmedabad,Dairy & Bakery,Eggs,5,60,Wallet,Delivered,72,Repeat,300
3185,13/05/2023 16:00,Hyderabad,Snacks,Chips,3,322,UPI,Delivered,43,New,966
3186,13/05/2023 17:00,Pune,Household,Flour,2,417,Card,Delivered,52,New,834
3187,13/05/2023 18:00,Bangalore,Beverages,Juice,2,406,Wallet,Delivered,14,New,812
3188,13/05/2023 19:00,Hyderabad,Household,Apple,5,491,Card,Delivered,28,Repeat,2455
3189,13/05/2023 20:00,Mumbai,Beverages,Milk,1,353,Cash,Delivered,63,New,353
3190,13/05/2023 21:00,Pune,Beverages,Juice,3,328,Wallet,Cancelled,23,New,984
3191,13/05/2023 22:00,Mumbai,Fruits & Vegetables,Flour,1,35,UPI,Returned,19,Repeat,35
3192,13/05/2023 23:00,Ahmedabad,Dairy & Bakery,Soap,2,394,UPI,Delivered,58,Repeat,788
3193,14/05/2023 00:00,Kolkata,Household,Milk,1,208,Card,Delivered,20,Repeat,208
3194,14/05/2023 01:00,Chennai,Beverages,Milk,4,47,Wallet,Delivered,40,Repeat,188
3195,14/05/2023 02:00,Pune,Household,Milk,4,182,Wallet,Delivered,75,Repeat,728
3196,14/05/2023 03:00,Hyderabad,Household,Shampoo,2,405,Wallet,Delivered,19,New,810
3197,14/05/2023 04:00,Ahmedabad,Beverages,Juice,1,336,Cash,Cancelled,30,New,336
3198,14/05/2023 05:00,Chennai,Personal Care,Oil,3,459,Wallet,Delivered,10,Repeat,1377
3199,14/05/2023 06:00,Delhi,Snacks,Soap,2,74,Cash,Delivered,55,Repeat,148
3200,14/05/2023 07:00,Hyderabad,Dairy & Bakery,Eggs,4,293,UPI,Returned,84,New,1172
3201,14/05/2023 08:00,Bangalore,Dairy & Bakery,Rice,2,474,Card,Returned,83,Repeat,948
3202,14/05/2023 09:00,Delhi,Personal Care,Soap,1,324,Card,Cancelled,29,Repeat,324
3203,14/05/2023 10:00,Ahmedabad,Fruits & Vegetables,Eggs,1,121,Wallet,Delivered,30,New,121
3204,14/05/2023 11:00,Delhi,Personal Care,Flour,1,61,Card,Delivered,46,New,61
3205,14/05/2023 12:00,Bangalore,Fruits & Vegetables,Flour,5,282,Wallet,Delivered,23,New,1410
3206,14/05/2023 13:00,Pune,Fruits & Vegetables,Eggs,1,407,UPI,Delivered,67,Repeat,407
3207,14/05/2023 14:00,Delhi,Personal Care,Milk,4,190,UPI,Delivered,66,Repeat,760
3208,14/05/2023 15:00,Kolkata,Dairy & Bakery,Bread,4,227,UPI,Cancelled,66,New,908
3209,14/05/2023 16:00,Hyderabad,Snacks,Juice,5,334,Card,Delivered,78,Repeat,1670
3210,14/05/2023 17:00,Chennai,Dairy & Bakery,Eggs,4,68,Wallet,Delivered,79,Repeat,272
3211,14/05/2023 18:00,Delhi,Dairy & Bakery,Juice,4,79,Cash,Delivered,33,New,316
3212,14/05/2023 19:00,Hyderabad,Dairy & Bakery,Banana,2,25,UPI,Delivered,89,Repeat,50
3213,14/05/2023 20:00,Mumbai,Personal Care,Shampoo,1,167,UPI,Delivered,69,Repeat,167
3214,14/05/2023 21:00,Hyderabad,Personal Care,Rice,2,306,Cash,Delivered,32,Repeat,612
3215,14/05/2023 22:00,Chennai,Personal Care,Banana,2,230,Cash,Cancelled,56,Repeat,460
3216,14/05/2023 23:00,Hyderabad,Dairy & Bakery,Eggs,4,391,Card,Delivered,47,New,1564
3217,15/05/2023 00:00,Bangalore,Snacks,Soap,3,169,UPI,Delivered,89,New,507
3218,15/05/2023 01:00,Ahmedabad,Fruits & Vegetables,Juice,1,104,Card,Delivered,61,Repeat,104
3219,15/05/2023 02:00,Chennai,Household,Banana,3,485,UPI,Delivered,22,Repeat,1455
3220,15/05/2023 03:00,Ahmedabad,Fruits & Vegetables,Juice,4,179,Card,Delivered,17,Repeat,716
3221,15/05/2023 04:00,Pune,Fruits & Vegetables,Oil,5,66,Card,Delivered,41,New,330
3222,15/05/2023 05:00,Ahmedabad,Household,Shampoo,2,181,Cash,Delivered,26,New,362
3223,15/05/2023 06:00,Mumbai,Dairy & Bakery,Soap,4,174,Wallet,Delivered,14,Repeat,696
3224,15/05/2023 07:00,Bangalore,Snacks,Banana,4,249,Wallet,Delivered,81,Repeat,996
3225,15/05/2023 08:00,Pune,Snacks,Juice,3,319,Wallet,Delivered,59,Repeat,957
3226,15/05/2023 09:00,Hyderabad,Fruits & Vegetables,Oil,5,177,UPI,Delivered,21,Repeat,885
3227,15/05/2023 10:00,Chennai,Household,Soap,2,180,Cash,Cancelled,53,New,360
3228,15/05/2023 11:00,Mumbai,Beverages,Milk,5,430,Cash,Delivered,86,Repeat,2150
3229,15/05/2023 12:00,Bangalore,Dairy & Bakery,Apple,5,266,Cash,Delivered,77,New,1330
3230,15/05/2023 13:00,Pune,Fruits & Vegetables,Milk,5,75,UPI,Delivered,68,Repeat,375
3231,15/05/2023 14:00,Pune,Snacks,Rice,1,170,Card,Delivered,19,New,170
3232,15/05/2023 15:00,Mumbai,Personal Care,Eggs,5,318,Card,Delivered,57,Repeat,1590
3233,15/05/2023 16:00,Kolkata,Personal Care,Bread,4,486,Wallet,Delivered,37,New,1944
3234,15/05/2023 17:00,Hyderabad,Household,Apple,1,73,Wallet,Delivered,14,Repeat,73
3235,15/05/2023 18:00,Mumbai,Household,Oil,1,242,UPI,Delivered,53,Repeat,242
3236,15/05/2023 19:00,Pune,Fruits & Vegetables,Eggs,5,273,UPI,Returned,40,Repeat,1365
3237,15/05/2023 20:00,Delhi,Beverages,Oil,4,87,Wallet,Delivered,25,New,348
3238,15/05/2023 21:00,Bangalore,Snacks,Banana,2,72,Card,Delivered,32,New,144
3239,15/05/2023 22:00,Mumbai,Fruits & Vegetables,Rice,5,486,Card,Delivered,30,New,2430
3240,15/05/2023 23:00,Kolkata,Beverages,Shampoo,1,264,Cash,Delivered,11,Repeat,264
3241,16/05/2023 00:00,Pune,Household,Rice,2,59,Wallet,Delivered,32,New,118
3242,16/05/2023 01:00,Hyderabad,Personal Care,Oil,2,463,Wallet,Delivered,89,Repeat,926
3243,16/05/2023 02:00,Ahmedabad,Dairy & Bakery,Juice,1,361,Card,Delivered,20,New,361
3244,16/05/2023 03:00,Pune,Personal Care,Rice,2,412,Cash,Delivered,82,Repeat,824
3245,16/05/2023 04:00,Hyderabad,Snacks,Banana,4,370,Wallet,Delivered,11,New,1480
3246,16/05/2023 05:00,Mumbai,Snacks,Shampoo,4,157,Card,Returned,22,Repeat,628
3247,16/05/2023 06:00,Hyderabad,Personal Care,Shampoo,5,285,Card,Delivered,54,Repeat,1425
3248,16/05/2023 07:00,Chennai,Personal Care,Oil,5,433,Card,Cancelled,81,New,2165
3249,16/05/2023 08:00,Chennai,Beverages,Flour,2,157,Cash,Delivered,19,Repeat,314
3250,16/05/2023 09:00,Chennai,Fruits & Vegetables,Oil,1,461,Cash,Cancelled,30,Repeat,461
3251,16/05/2023 10:00,Kolkata,Household,Chips,4,311,Card,Delivered,10,Repeat,1244
3252,16/05/2023 11:00,Kolkata,Beverages,Rice,3,229,Cash,Delivered,25,Repeat,687
3253,16/05/2023 12:00,Delhi,Dairy & Bakery,Milk,5,191,Cash,Delivered,52,New,955
3254,16/05/2023 13:00,Kolkata,Personal Care,Chips,4,204,Cash,Delivered,15,Repeat,816
